faostat,m49_code,country_name_en,item_code,item,year,yield_kg_ha,yield_kg_ha_flag,production_tonnes,production_tonnes_flag,area_harvested_ha,area_harvested_ha_flag
44,170,Colombia,800,"Agave fibres, raw, n.e.c.",1993,,,23054.000000,A,16006.000000,A
44,170,Colombia,800,"Agave fibres, raw, n.e.c.",2000,,,19355.000000,A,17987.000000,A
44,170,Colombia,800,"Agave fibres, raw, n.e.c.",1997,,,35570.000000,A,20995.000000,A
44,170,Colombia,800,"Agave fibres, raw, n.e.c.",2004,,,21498.000000,A,17294.000000,A
44,170,Colombia,800,"Agave fibres, raw, n.e.c.",1999,,,21303.000000,A,17098.000000,A
44,170,Colombia,800,"Agave fibres, raw, n.e.c.",1992,,,21678.000000,A,14663.000000,A
49,192,Cuba,800,"Agave fibres, raw, n.e.c.",1986,,,11800.000000,E,10000.000000,E
49,192,Cuba,800,"Agave fibres, raw, n.e.c.",1999,,,8111.870000,I,15854.000000,I
49,192,Cuba,800,"Agave fibres, raw, n.e.c.",1964,,,10000.000000,X,10000.000000,E
49,192,Cuba,800,"Agave fibres, raw, n.e.c.",2021,,,3612.970000,E,7975.000000,E
49,192,Cuba,800,"Agave fibres, raw, n.e.c.",2016,,,3765.140000,E,8362.000000,E
